REGION,JOB_TITLE,SALARY,LOAN_AMOUNT,PERIOD,TARGET
Москва,Программист,89450,1383812,48,0
Москва,Экономист,137245,718916,12,0
Питер,Бухгалтер,157495,400320,108,1
Казань,Программист,89450,1480776,96,1
Москва,Бухгалтер,137245,635804,36,1
Казань,Программист,112309,1425368,36,0
Москва,Программист,96231,1785520,60,0
Питер,Бухгалтер,137245,247948,48,1
Москва,Программист,96231,1619296,48,0
Питер,Бухгалтер,89450,1633148,84,1
Казань,Экономист,96231,1993300,84,1
Питер,Программист,96231,1577740,12,0
Москва,Экономист,157495,691212,108,1
Питер,Экономист,157495,1134476,60,1
Питер,Экономист,210561,898992,72,1
Москва,Бухгалтер,112309,829732,36,1
Казань,Программист,189242,1397664,84,1
Казань,Бухгалтер,89450,1882484,48,0
Казань,Программист,89450,1023660,72,1
Москва,Программист,96231,1231440,36,0
Питер,Экономист,89450,1369960,96,1
Москва,Программист,210561,1730112,36,1
Казань,Экономист,189242,1605444,36,1
Питер,Экономист,210561,954400,36,1
Казань,Бухгалтер,189242,1217588,84,1
Москва,Бухгалтер,189242,635804,72,1
Питер,Экономист,96231,441876,60,1
Питер,Бухгалтер,137245,538840,108,1
Москва,Программист,112309,732768,108,1
Москва,Программист,157495,220244,72,1
Москва,Программист,157495,1937892,48,1
Казань,Программист,75614,802028,12,0
Казань,Экономист,75614,1397664,108,1
Казань,Экономист,157495,871288,24,1
Москва,Экономист,189242,372616,48,1
Казань,Бухгалтер,137245,1563888,12,0
Москва,Экономист,189242,1383812,108,1
Казань,Экономист,89450,788176,24,0
Москва,Бухгалтер,75614,317208,24,1
Казань,Программист,112309,1660852,24,0
Москва,Программист,137245,1951744,12,0
Москва,Бухгалтер,210561,400320,12,1
Питер,Бухгалтер,96231,580396,72,1
Москва,Бухгалтер,210561,1009808,12,0
Москва,Бухгалтер,157495,1702408,36,0
Питер,Программист,137245,1203736,72,1
Москва,Программист,210561,1799372,24,0
Питер,Программист,137245,940548,84,1
Москва,Бухгалтер,89450,1993300,36,0
Казань,Программист,89450,566544,108,1
Казань,Программист,96231,1730112,60,1
Казань,Бухгалтер,189242,1009808,60,1
Питер,Экономист,137245,1868632,48,1
Казань,Бухгалтер,89450,691212,36,1
Питер,Экономист,89450,926696,60,1
Казань,Экономист,137245,829732,12,0
Казань,Экономист,89450,1674704,108,1
Казань,Экономист,112309,1730112,24,0
Казань,Бухгалтер,189242,1383812,84,1
Питер,Программист,189242,1896336,96,1
Москва,Экономист,89450,372616,12,0
Питер,Экономист,89450,1148328,60,1
Казань,Программист,112309,705064,36,1
Питер,Экономист,89450,898992,108,1
Казань,Программист,89450,206392,72,1
Питер,Экономист,157495,1868632,96,1
Казань,Экономист,96231,1272996,12,0
Питер,Программист,96231,1272996,60,1
Питер,Бухгалтер,137245,441876,96,1
Питер,Экономист,137245,1453072,60,1
Питер,Бухгалтер,96231,192540,84,1
Москва,Бухгалтер,137245,1771668,84,1
Питер,Программист,210561,497284,36,1
Казань,Программист,210561,1272996,60,1
Казань,Бухгалтер,96231,1979448,84,1
Казань,Бухгалтер,157495,1522332,36,1
Питер,Программист,96231,1383812,60,1
Казань,Программист,89450,843584,36,1
Казань,Экономист,157495,982104,72,1
Казань,Бухгалтер,157495,732768,48,1
Казань,Экономист,75614,885140,84,1
Питер,Экономист,89450,1688556,48,0
Питер,Программист,157495,1480776,72,1
Питер,Программист,96231,1411516,72,1
Москва,Бухгалтер,189242,746620,84,1
Казань,Программист,189242,691212,12,0
Москва,Бухгалтер,75614,1647000,72,0
Москва,Экономист,96231,1259144,24,0
Москва,Экономист,189242,1203736,96,1
Москва,Бухгалтер,189242,857436,108,1
Питер,Экономист,89450,926696,24,0
Питер,Экономист,96231,1231440,108,1
Москва,Программист,157495,1231440,72,1
Питер,Программист,189242,1785520,72,1
Казань,Экономист,112309,815880,60,1
Москва,Программист,157495,829732,36,1
Питер,Экономист,75614,580396,36,1
Питер,Экономист,89450,663508,48,1
Москва,Бухгалтер,157495,1647000,108,1
Казань,Экономист,75614,1023660,36,0
Казань,Экономист,189242,1840928,84,1
Москва,Бухгалтер,75614,1037512,108,1
Питер,Экономист,96231,1148328,72,1
Москва,Экономист,157495,1051364,84,1
Питер,Программист,137245,1771668,84,1
Москва,Бухгалтер,137245,289504,36,1
Москва,Бухгалтер,157495,1356108,84,1
Питер,Бухгалтер,189242,1508480,84,1
Питер,Бухгалтер,112309,1453072,36,0
Москва,Программист,189242,428024,72,1
Казань,Программист,112309,247948,12,1
Москва,Программист,75614,1979448,72,0
Москва,Экономист,75614,275652,96,1
Москва,Экономист,112309,1674704,60,1
Питер,Программист,89450,774324,36,1
Москва,Экономист,157495,1840928,84,1
Москва,Программист,112309,1716260,60,1
Москва,Бухгалтер,157495,289504,84,1
Питер,Программист,112309,1439220,72,1
Питер,Экономист,96231,455728,12,0
Москва,Программист,112309,1799372,108,1
Питер,Экономист,96231,1259144,24,0
Москва,Экономист,96231,1896336,108,1
Казань,Бухгалтер,112309,344912,84,1
Москва,Программист,137245,1896336,24,0
Казань,Экономист,112309,1162180,24,0
Питер,Программист,89450,1092920,84,1
Питер,Экономист,137245,1563888,108,1
Казань,Экономист,75614,331060,84,1
Москва,Экономист,157495,829732,60,1
Казань,Экономист,89450,995956,96,1
Казань,Программист,157495,788176,96,1
Казань,Бухгалтер,210561,649656,24,1
Питер,Бухгалтер,75614,414172,108,1
Москва,Экономист,75614,1605444,72,1
Питер,Программист,137245,1605444,36,0
Москва,Программист,75614,303356,48,1
Казань,Бухгалтер,112309,1189884,36,1
Москва,Бухгалтер,96231,206392,12,1
Казань,Экономист,157495,303356,24,1
Питер,Бухгалтер,75614,1702408,84,1
Казань,Экономист,75614,1023660,60,1
Казань,Программист,210561,1951744,72,1
Москва,Бухгалтер,189242,1162180,12,0
Москва,Бухгалтер,89450,1397664,12,0
Москва,Программист,96231,1425368,108,1
Москва,Программист,137245,192540,96,1
Москва,Программист,89450,1176032,12,0
Москва,Программист,89450,1231440,12,0
Москва,Бухгалтер,210561,954400,12,0
Казань,Экономист,189242,857436,84,1
Питер,Бухгалтер,89450,1993300,72,0
Казань,Программист,137245,497284,60,1
Казань,Программист,96231,954400,60,1
Москва,Бухгалтер,89450,1453072,72,1
Москва,Программист,157495,1771668,96,1
Питер,Бухгалтер,210561,358764,12,1
Питер,Бухгалтер,210561,261800,96,1
Казань,Программист,96231,871288,96,1
Казань,Программист,96231,483432,84,1
Питер,Бухгалтер,137245,982104,96,1
Питер,Бухгалтер,210561,774324,108,1
Казань,Экономист,96231,1494628,24,0
Питер,Экономист,96231,1439220,96,1
Москва,Экономист,96231,663508,36,1
Москва,Экономист,112309,1882484,60,1
Казань,Бухгалтер,157495,261800,12,1
Москва,Экономист,89450,995956,72,1
Москва,Экономист,189242,1231440,36,1
Москва,Экономист,96231,1674704,12,0
Москва,Программист,89450,1799372,84,1
Москва,Бухгалтер,96231,691212,108,1
Казань,Программист,189242,1647000,72,1
Москва,Экономист,137245,1189884,84,1
Питер,Программист,96231,829732,108,1
Москва,Бухгалтер,96231,344912,108,1
Москва,Экономист,157495,1716260,60,1
Казань,Экономист,210561,1480776,108,1
Москва,Бухгалтер,112309,982104,48,1
Москва,Бухгалтер,89450,857436,96,1
Питер,Экономист,137245,732768,108,1
Питер,Экономист,112309,898992,96,1
Питер,Бухгалтер,157495,995956,108,1
Москва,Бухгалтер,89450,192540,12,1
Москва,Экономист,112309,1854780,24,0
Питер,Бухгалтер,75614,414172,60,1
Казань,Программист,210561,331060,36,1
Питер,Программист,96231,1743964,36,0
Питер,Экономист,96231,1009808,48,1
Москва,Бухгалтер,75614,1092920,96,1
Питер,Экономист,189242,871288,72,1
Питер,Программист,137245,677360,24,1
Питер,Бухгалтер,112309,247948,108,1
Казань,Бухгалтер,89450,1674704,24,0
Питер,Бухгалтер,112309,829732,36,1
Питер,Бухгалтер,157495,1577740,48,1
Питер,Бухгалтер,210561,760472,108,1
Москва,Программист,210561,428024,36,1
Москва,Программист,112309,1272996,36,0
Казань,Бухгалтер,112309,1647000,108,1
Казань,Экономист,210561,1757816,72,1
Питер,Программист,137245,594248,60,1
Питер,Программист,157495,1730112,72,1
Питер,Бухгалтер,157495,331060,72,1
Москва,Экономист,157495,1508480,108,1
Питер,Экономист,210561,760472,48,1
Питер,Программист,157495,566544,24,1
Москва,Бухгалтер,75614,497284,12,0
Москва,Экономист,189242,774324,108,1
Москва,Бухгалтер,137245,1176032,48,1
Москва,Программист,112309,1647000,24,0
Питер,Экономист,137245,511136,96,1
Казань,Экономист,112309,1979448,72,1
Казань,Экономист,89450,1896336,48,0
Москва,Программист,96231,885140,24,0
Питер,Экономист,210561,1910188,36,1
Питер,Бухгалтер,189242,1023660,96,1
Питер,Экономист,75614,455728,48,1
Питер,Бухгалтер,157495,1688556,72,1
Питер,Экономист,112309,1633148,12,0
Казань,Экономист,96231,802028,96,1
Казань,Программист,157495,1757816,60,1
Казань,Программист,89450,663508,12,0
Москва,Бухгалтер,112309,677360,96,1
Питер,Экономист,137245,1106772,60,1
Питер,Экономист,157495,677360,84,1
Казань,Экономист,112309,1716260,24,0
Питер,Бухгалтер,210561,469580,108,1
Питер,Программист,210561,1023660,96,1
Питер,Экономист,89450,1674704,12,0
Москва,Бухгалтер,112309,1716260,36,0
Москва,Экономист,210561,331060,36,1
Питер,Бухгалтер,157495,344912,108,1
Казань,Бухгалтер,137245,1453072,72,1
Питер,Программист,189242,1079068,24,1
Казань,Экономист,157495,1605444,84,1
Казань,Бухгалтер,96231,1757816,84,1
Питер,Программист,89450,871288,48,1
Москва,Программист,75614,455728,108,1
Казань,Экономист,112309,455728,24,1
Москва,Экономист,75614,1757816,24,0
Казань,Программист,96231,1799372,108,1
Питер,Экономист,89450,428024,24,1
Питер,Бухгалтер,75614,968252,84,1
Москва,Экономист,112309,1189884,108,1
Москва,Программист,96231,594248,72,1
Питер,Программист,75614,220244,108,1
Питер,Программист,89450,1466924,72,1
Москва,Бухгалтер,157495,1203736,72,1
Москва,Экономист,210561,1286848,84,1
Москва,Бухгалтер,157495,580396,60,1
Москва,Программист,89450,926696,60,1
Питер,Бухгалтер,210561,1536184,60,1
Москва,Бухгалтер,96231,1342256,108,1
Москва,Экономист,157495,372616,108,1
Москва,Программист,157495,1868632,84,1
Казань,Программист,137245,940548,96,1
Казань,Экономист,210561,871288,84,1
Москва,Бухгалтер,96231,926696,12,0
Казань,Бухгалтер,137245,635804,108,1
Казань,Программист,157495,1369960,24,0
Казань,Бухгалтер,189242,580396,36,1
Казань,Бухгалтер,157495,1259144,108,1
Казань,Бухгалтер,112309,372616,12,1
Казань,Экономист,210561,635804,84,1
Казань,Бухгалтер,157495,1231440,24,0
Питер,Программист,89450,1411516,108,1
Москва,Экономист,75614,898992,24,0
Казань,Экономист,189242,732768,96,1
Питер,Программист,112309,1730112,24,0
Москва,Программист,137245,1716260,24,0
Питер,Программист,75614,1245292,24,0
Казань,Программист,96231,317208,60,1
Питер,Бухгалтер,89450,1051364,96,1
Москва,Бухгалтер,210561,303356,12,1
Казань,Бухгалтер,75614,677360,36,1
Москва,Экономист,96231,344912,84,1
Казань,Экономист,137245,705064,96,1
Питер,Бухгалтер,96231,885140,48,1
Питер,Экономист,189242,677360,12,1
Москва,Программист,96231,483432,84,1
Казань,Экономист,89450,1522332,60,1
Питер,Программист,210561,774324,96,1
Питер,Бухгалтер,157495,1134476,108,1
Питер,Экономист,112309,1425368,36,0
Москва,Бухгалтер,112309,732768,24,1
Москва,Программист,112309,1951744,24,0
Питер,Бухгалтер,96231,1730112,36,0
Москва,Программист,96231,1536184,108,1
Казань,Бухгалтер,137245,954400,60,1
Казань,Программист,89450,1757816,12,0
Казань,Экономист,96231,1023660,108,1
Питер,Программист,112309,621952,48,1
Москва,Программист,157495,1369960,36,1
Москва,Бухгалтер,96231,663508,24,1
Казань,Программист,89450,608100,72,1
Казань,Бухгалтер,137245,1051364,84,1
Москва,Бухгалтер,112309,677360,24,1
Москва,Бухгалтер,75614,1840928,24,0
Москва,Бухгалтер,137245,1536184,60,1
Казань,Бухгалтер,89450,829732,84,1
Питер,Экономист,189242,1840928,12,0
Казань,Экономист,75614,1979448,36,0
Питер,Программист,157495,1674704,108,1
Питер,Экономист,210561,1134476,72,1
Москва,Экономист,137245,428024,12,1
Москва,Программист,89450,386468,48,1
Питер,Бухгалтер,89450,234096,24,1
Питер,Бухгалтер,89450,843584,24,0
Питер,Экономист,189242,843584,84,1
Питер,Бухгалтер,137245,1508480,12,0
Питер,Экономист,157495,1162180,48,1
Питер,Бухгалтер,112309,1092920,60,1
Питер,Программист,137245,1314552,60,1
Москва,Программист,96231,247948,72,1
Питер,Программист,89450,926696,60,1
Москва,Экономист,75614,829732,48,1
Питер,Экономист,89450,1272996,96,1
Питер,Бухгалтер,210561,1009808,108,1
Питер,Экономист,75614,483432,108,1
Москва,Бухгалтер,137245,774324,96,1
Питер,Программист,157495,247948,84,1
Казань,Программист,89450,940548,36,1
Казань,Экономист,157495,441876,108,1
Питер,Экономист,157495,774324,60,1
Москва,Бухгалтер,89450,1965596,12,0
Питер,Бухгалтер,89450,1660852,108,1
Москва,Программист,89450,1383812,48,0
Москва,Бухгалтер,112309,1591592,24,0
Питер,Экономист,157495,885140,12,0
Питер,Экономист,137245,1674704,72,1
Казань,Программист,112309,815880,12,0
Питер,Бухгалтер,157495,1397664,36,1
Питер,Экономист,210561,1023660,96,1
Питер,Экономист,210561,1356108,72,1
Казань,Экономист,210561,247948,96,1
Казань,Программист,137245,857436,36,1
Питер,Бухгалтер,112309,1605444,72,1
Питер,Бухгалтер,157495,1550036,108,1
Москва,Программист,157495,968252,48,1
Казань,Бухгалтер,137245,1189884,36,1
Питер,Экономист,157495,1272996,48,1
Питер,Программист,189242,1688556,84,1
Питер,Бухгалтер,157495,1176032,72,1
Казань,Экономист,75614,1383812,72,1
Питер,Программист,112309,1924040,48,0
Питер,Бухгалтер,189242,317208,96,1
Москва,Программист,112309,1245292,84,1
Москва,Бухгалтер,96231,1051364,12,0
Москва,Экономист,75614,1480776,108,1
Москва,Бухгалтер,210561,1799372,60,1
Москва,Программист,189242,1079068,24,1
Москва,Бухгалтер,96231,760472,12,0
Питер,Бухгалтер,75614,898992,24,0
Питер,Экономист,137245,594248,60,1
Казань,Бухгалтер,157495,691212,48,1
Питер,Экономист,157495,635804,96,1
Москва,Бухгалтер,210561,1106772,24,1
Питер,Программист,137245,995956,24,0
Москва,Экономист,210561,1134476,48,1
Казань,Программист,75614,760472,48,1
Москва,Программист,210561,1716260,12,0
Питер,Бухгалтер,157495,621952,48,1
Питер,Экономист,189242,1536184,12,0
Москва,Бухгалтер,112309,774324,60,1
Казань,Экономист,75614,815880,12,0
Казань,Экономист,157495,1854780,72,1
Казань,Бухгалтер,189242,1924040,48,1
Москва,Программист,89450,857436,72,1
Москва,Программист,112309,247948,24,1
Казань,Бухгалтер,157495,1120624,84,1
Питер,Программист,89450,1369960,84,1
Казань,Бухгалтер,189242,1037512,48,1
Питер,Бухгалтер,112309,206392,108,1
Питер,Экономист,157495,608100,108,1
Казань,Программист,96231,774324,48,1
Питер,Бухгалтер,210561,649656,108,1
Москва,Программист,137245,1300700,36,1
Питер,Экономист,75614,358764,24,1
Казань,Экономист,112309,1924040,72,1
Питер,Экономист,157495,705064,108,1
Казань,Экономист,189242,1300700,60,1
Казань,Программист,157495,524988,12,1
Питер,Программист,75614,1896336,60,0
Казань,Программист,189242,1550036,60,1
Питер,Программист,75614,594248,24,0
Казань,Программист,89450,926696,12,0
Казань,Экономист,96231,954400,36,1
Питер,Программист,189242,1203736,24,1
Москва,Экономист,89450,1868632,48,0
Казань,Программист,112309,1827076,24,0
Питер,Бухгалтер,210561,1286848,24,1
Питер,Бухгалтер,96231,1965596,84,1
Питер,Экономист,89450,1328404,84,1
Казань,Программист,75614,995956,48,1
Москва,Бухгалтер,89450,1799372,24,0
Казань,Программист,96231,1176032,24,0
Питер,Бухгалтер,189242,1660852,84,1
Питер,Бухгалтер,137245,968252,72,1
Москва,Бухгалтер,189242,1134476,84,1
Питер,Программист,157495,1259144,84,1
Питер,Бухгалтер,75614,372616,72,1
Питер,Бухгалтер,157495,441876,108,1
Казань,Бухгалтер,189242,1328404,60,1
Москва,Экономист,137245,926696,84,1
Питер,Экономист,210561,1079068,36,1
Питер,Бухгалтер,89450,317208,12,1
Питер,Программист,96231,1993300,108,1
Москва,Бухгалтер,157495,1965596,48,1
Москва,Программист,89450,608100,24,1
Казань,Экономист,210561,580396,84,1
Москва,Бухгалтер,75614,1356108,72,1
Питер,Экономист,96231,1993300,84,1
Питер,Программист,137245,1328404,108,1
Москва,Экономист,157495,885140,60,1
Питер,Экономист,210561,1674704,60,1
Казань,Экономист,89450,1120624,12,0
Москва,Программист,137245,1674704,12,0
Казань,Экономист,189242,677360,12,1
Питер,Программист,89450,1314552,36,0
Москва,Программист,137245,1605444,48,1
Москва,Программист,89450,885140,84,1
Питер,Бухгалтер,210561,1757816,108,1
Казань,Экономист,96231,1993300,84,1
Москва,Бухгалтер,157495,428024,60,1
Казань,Экономист,89450,247948,60,1
Москва,Бухгалтер,189242,206392,36,1
Питер,Экономист,189242,1037512,24,1
Казань,Программист,157495,1910188,60,1
Казань,Бухгалтер,137245,1009808,36,1
Москва,Программист,112309,1162180,108,1
Казань,Программист,75614,774324,108,1
Питер,Программист,189242,663508,108,1
Москва,Экономист,210561,871288,60,1
Питер,Бухгалтер,96231,1369960,108,1
Питер,Бухгалтер,189242,538840,96,1
Москва,Программист,137245,1480776,60,1
Казань,Программист,157495,1716260,84,1
Москва,Экономист,112309,815880,84,1
Москва,Бухгалтер,157495,774324,24,1
Питер,Программист,137245,1633148,96,1
Москва,Бухгалтер,137245,1757816,48,1
Казань,Бухгалтер,75614,1411516,84,1
Москва,Программист,96231,1383812,36,0
Казань,Экономист,137245,677360,12,0
Питер,Бухгалтер,96231,968252,12,0
Питер,Бухгалтер,210561,552692,108,1
Питер,Экономист,89450,1480776,12,0
Москва,Экономист,75614,898992,84,1
Москва,Программист,112309,1314552,72,1
Казань,Экономист,112309,1743964,84,1
Казань,Бухгалтер,189242,1688556,84,1
Москва,Экономист,96231,982104,60,1
Москва,Экономист,75614,1369960,48,0
Москва,Бухгалтер,112309,912844,96,1
Москва,Экономист,75614,538840,96,1
Питер,Программист,75614,968252,60,1
Казань,Программист,189242,843584,60,1
Казань,Программист,137245,247948,108,1
Казань,Бухгалтер,157495,1203736,96,1
Питер,Бухгалтер,96231,1979448,12,0
Москва,Программист,137245,1245292,36,1
Казань,Программист,157495,1328404,48,1
Москва,Бухгалтер,96231,1702408,12,0
Казань,Программист,157495,1550036,108,1
Питер,Программист,137245,303356,48,1
Москва,Бухгалтер,210561,1189884,96,1
Питер,Программист,189242,746620,108,1
Питер,Экономист,112309,1563888,72,1
Казань,Экономист,137245,1480776,96,1
Казань,Экономист,89450,1633148,48,0
Москва,Бухгалтер,112309,1882484,72,1
Казань,Экономист,112309,372616,108,1
Москва,Бухгалтер,189242,982104,96,1
Питер,Программист,75614,1106772,24,0
Москва,Экономист,210561,760472,48,1
Москва,Программист,210561,995956,108,1
Казань,Бухгалтер,112309,261800,12,1
Казань,Бухгалтер,157495,995956,48,1
Питер,Бухгалтер,112309,635804,48,1
Казань,Программист,96231,1494628,24,0
Казань,Экономист,137245,220244,60,1
Питер,Программист,96231,400320,48,1
Питер,Программист,210561,1453072,72,1
Москва,Экономист,112309,538840,96,1
Питер,Экономист,112309,1522332,12,0
Москва,Бухгалтер,137245,1176032,12,0
Казань,Экономист,112309,372616,48,1
Питер,Бухгалтер,157495,524988,108,1
Питер,Бухгалтер,89450,580396,108,1
Казань,Программист,157495,621952,24,1
Питер,Программист,75614,1037512,36,0
Казань,Бухгалтер,75614,1674704,24,0
Москва,Программист,189242,428024,84,1
Казань,Экономист,137245,1757816,108,1
Казань,Программист,96231,1397664,12,0
Москва,Бухгалтер,75614,1453072,24,0
Питер,Экономист,96231,358764,108,1
Москва,Бухгалтер,157495,386468,72,1
Казань,Экономист,96231,386468,108,1
Москва,Программист,189242,483432,48,1
Москва,Программист,210561,1023660,36,1
Москва,Экономист,157495,802028,24,1
Питер,Бухгалтер,137245,1799372,12,0
Казань,Бухгалтер,112309,234096,36,1
Москва,Бухгалтер,89450,1411516,48,0
Казань,Экономист,89450,1605444,24,0
Питер,Бухгалтер,189242,1508480,24,0
Москва,Бухгалтер,89450,1411516,96,1
Питер,Бухгалтер,210561,1051364,72,1
Казань,Бухгалтер,75614,635804,24,0
Питер,Программист,210561,317208,48,1
Питер,Программист,189242,469580,84,1
Казань,Бухгалтер,96231,428024,36,1
Питер,Экономист,89450,234096,48,1
Питер,Экономист,210561,1051364,60,1
Казань,Бухгалтер,157495,566544,24,1
Питер,Бухгалтер,89450,441876,108,1
Казань,Программист,89450,1854780,96,1
Казань,Программист,157495,1480776,96,1
Москва,Бухгалтер,96231,871288,84,1
Москва,Программист,75614,995956,84,1
Казань,Программист,210561,663508,84,1
Москва,Экономист,112309,1037512,24,0
Казань,Программист,137245,511136,84,1
Казань,Бухгалтер,89450,1771668,24,0
Казань,Экономист,189242,1550036,48,1
Казань,Программист,189242,1563888,48,1
Питер,Бухгалтер,75614,1577740,48,0
Москва,Программист,89450,1896336,12,0
Казань,Экономист,96231,1286848,72,1
Москва,Программист,89450,1827076,12,0
Москва,Программист,157495,1023660,72,1
Питер,Экономист,112309,206392,36,1
Москва,Бухгалтер,157495,1924040,48,1
Москва,Бухгалтер,157495,192540,12,1
Питер,Программист,75614,331060,48,1
Москва,Программист,210561,220244,108,1
Москва,Экономист,137245,1051364,60,1
Москва,Экономист,137245,663508,84,1
Питер,Программист,189242,1453072,72,1
Москва,Бухгалтер,112309,608100,60,1
Казань,Бухгалтер,75614,1369960,96,1
Питер,Экономист,96231,621952,36,1
Питер,Программист,89450,1051364,36,0
Казань,Бухгалтер,75614,580396,12,0
Москва,Бухгалтер,189242,1522332,48,1
Питер,Программист,75614,1799372,96,1
Питер,Программист,75614,649656,48,1
Казань,Программист,189242,566544,24,1
Москва,Экономист,89450,275652,72,1
Питер,Экономист,75614,331060,24,1
Москва,Бухгалтер,210561,940548,108,1
Казань,Программист,210561,1854780,72,1
Питер,Программист,75614,732768,60,1
Москва,Экономист,189242,1799372,60,1
Москва,Экономист,137245,1425368,84,1
Москва,Программист,75614,1924040,72,0
Москва,Программист,112309,954400,60,1
Москва,Бухгалтер,112309,566544,84,1
Казань,Программист,75614,1716260,48,0
Питер,Экономист,96231,1910188,12,0
Москва,Экономист,157495,1342256,48,1
Питер,Программист,89450,843584,72,1
Москва,Программист,189242,1577740,72,1
Казань,Программист,89450,1065216,84,1
Казань,Экономист,157495,497284,48,1
Питер,Программист,137245,1300700,108,1
Казань,Бухгалтер,189242,469580,36,1
Питер,Бухгалтер,112309,857436,108,1
Казань,Бухгалтер,137245,1439220,12,0
Москва,Бухгалтер,96231,1134476,96,1
Москва,Экономист,75614,954400,36,0
Казань,Программист,75614,497284,24,1
Питер,Экономист,96231,1231440,24,0
Москва,Экономист,157495,912844,96,1
Москва,Бухгалтер,75614,1563888,84,1
Казань,Бухгалтер,157495,594248,72,1
Москва,Бухгалтер,75614,1937892,24,0
Казань,Бухгалтер,157495,289504,84,1
Питер,Бухгалтер,75614,995956,84,1
Питер,Бухгалтер,75614,1702408,84,1
Казань,Бухгалтер,189242,1619296,96,1
Москва,Программист,89450,1051364,12,0
Казань,Бухгалтер,189242,1965596,84,1
Питер,Экономист,89450,871288,24,0
Питер,Бухгалтер,96231,552692,96,1
Москва,Бухгалтер,210561,1314552,84,1
Москва,Бухгалтер,112309,1522332,60,1
Питер,Бухгалтер,189242,802028,24,1
Москва,Экономист,96231,1508480,24,0
Питер,Бухгалтер,137245,1688556,24,0
Казань,Бухгалтер,89450,1674704,36,0
Казань,Экономист,210561,1009808,84,1
Питер,Программист,112309,1508480,108,1
Казань,Экономист,157495,206392,48,1
Питер,Экономист,89450,206392,108,1
Москва,Бухгалтер,189242,1757816,12,0
Питер,Программист,189242,331060,84,1
Питер,Бухгалтер,112309,885140,96,1
Питер,Программист,96231,1993300,12,0
Казань,Программист,89450,1328404,108,1
Москва,Бухгалтер,75614,677360,84,1
Питер,Программист,75614,428024,96,1
Питер,Программист,210561,1217588,24,1
Казань,Программист,189242,774324,84,1
Казань,Бухгалтер,210561,372616,108,1
Москва,Бухгалтер,75614,788176,84,1
Казань,Экономист,137245,788176,24,1
Питер,Бухгалтер,157495,303356,36,1
Питер,Программист,210561,663508,12,1
Питер,Бухгалтер,96231,1813224,96,1
Москва,Программист,96231,1743964,12,0
Казань,Программист,210561,885140,84,1
Казань,Программист,112309,1037512,36,1
Москва,Программист,210561,206392,84,1
Казань,Бухгалтер,89450,1051364,84,1
Питер,Экономист,137245,857436,108,1
Москва,Программист,96231,234096,84,1
Казань,Экономист,75614,1591592,60,0
Москва,Бухгалтер,112309,1217588,24,0
Питер,Бухгалтер,89450,885140,48,1
Казань,Экономист,210561,1106772,12,0
Москва,Бухгалтер,157495,1993300,12,0
Казань,Экономист,112309,718916,36,1
Москва,Программист,89450,469580,36,1
Казань,Бухгалтер,75614,1799372,84,1
Казань,Бухгалтер,189242,1342256,72,1
Казань,Экономист,112309,926696,60,1
Казань,Экономист,157495,1799372,48,1
Казань,Программист,157495,1425368,96,1
Москва,Экономист,189242,441876,108,1
Москва,Экономист,75614,1840928,60,0
Казань,Экономист,157495,1660852,48,1
Москва,Бухгалтер,75614,1993300,96,1
Казань,Экономист,210561,732768,12,1
Москва,Программист,210561,1217588,60,1
Москва,Программист,210561,1633148,24,0
Питер,Программист,157495,1439220,36,1
Москва,Бухгалтер,96231,1647000,48,0
Казань,Программист,75614,1106772,36,0
Питер,Экономист,137245,469580,108,1
Казань,Бухгалтер,96231,1577740,12,0
Казань,Бухгалтер,210561,1702408,60,1
Казань,Бухгалтер,157495,1813224,48,1
Питер,Программист,210561,1383812,36,1
Казань,Бухгалтер,210561,802028,108,1
Питер,Бухгалтер,96231,455728,12,0
Питер,Бухгалтер,75614,441876,48,1
Казань,Бухгалтер,157495,206392,36,1
Казань,Бухгалтер,210561,1868632,96,1
Питер,Бухгалтер,189242,691212,72,1
Москва,Экономист,112309,1480776,60,1
Казань,Бухгалтер,137245,760472,84,1
Казань,Бухгалтер,157495,1272996,48,1
Москва,Программист,210561,774324,12,0
Казань,Экономист,112309,885140,12,0
Москва,Бухгалтер,96231,1550036,12,0
Питер,Экономист,96231,1799372,48,0
Казань,Программист,137245,1563888,96,1
Казань,Бухгалтер,157495,1106772,24,1
Москва,Бухгалтер,210561,1854780,72,1
Питер,Бухгалтер,75614,649656,96,1
Казань,Бухгалтер,112309,331060,24,1
Москва,Программист,96231,982104,48,1
Казань,Экономист,137245,1411516,60,1
Москва,Бухгалтер,89450,746620,36,1
Москва,Бухгалтер,75614,1397664,84,1
Питер,Бухгалтер,189242,275652,60,1
Питер,Экономист,112309,538840,48,1
Питер,Бухгалтер,210561,1356108,72,1
Казань,Экономист,75614,954400,12,0
Москва,Бухгалтер,157495,802028,24,1
Казань,Экономист,189242,1314552,48,1
Казань,Бухгалтер,112309,1702408,96,1
Казань,Бухгалтер,137245,1550036,12,0
Москва,Бухгалтер,210561,926696,96,1
Казань,Программист,75614,344912,24,1
Москва,Экономист,112309,649656,72,1
Москва,Бухгалтер,89450,871288,72,1
Питер,Экономист,137245,1453072,60,1
Казань,Бухгалтер,112309,1536184,72,1
Казань,Бухгалтер,112309,1924040,60,1
Москва,Экономист,112309,635804,108,1
Питер,Программист,210561,358764,12,1
Москва,Программист,89450,898992,24,0
Москва,Программист,96231,954400,12,0
